Tour Date,Format Date,Codes,Tour,City,Country,Account Group,Account,Amount
06/08/23,Jun-23,Xero,Shell - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-73.76
06/08/23,Jun-23,Xero,Couche-tard - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-30
06/08/23,Jun-23,Xero,Esso - .,Montreal,Canada,Operating Expenses,Fuel Expense,-90.41
06/08/23,Jun-23,Xero,CIRCLE K SUBWAY - Adrian White,Halifax,Canada,Operating Expenses,Fuel Expense,-61.18
06/08/23,Jun-23,Xero,Cn Tower Online Ticket - CAD - Adrian White,Toronto,Canada,COGS,Attractions/CN Tower,-388.72
06/08/23,Jun-23,Xero,Mckelvies Restaurant - CAD - Adrian White,Halifax,Canada,Operating Expenses,Meals and entertainment,-27.14
06/08/23,Jun-23,Xero,Oratoire St Joseph Du - CAD - Nick Krutul,Montreal,Canada,Operating Expenses,Parking & Tolls,-5
06/08/23,Jun-23,Xero,Cn Tower Online Ticket - CAD - Adrian White,Head Office,Canada,Operating Expenses,Fuel Expense,-291.54
06/08/23,Jun-23,Xero,Esso - Erica George Gas,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-90.41
06/08/23,Jun-23,Xero,Tim Hortons - TIM HORTONS #1922 NIAGARA FALLS,Daud Head Office,Canada,Operating Expenses,Meals and entertainment,-6.47
06/08/23,Jun-23,Xero,Grouse Mountain Heliport - GROUSE MOUNTAIN NORTH VANCOUV,Vancouver,Canada,COGS,Attractions/Grouse Mountain,-344.93
06/08/23,Jun-23,Xero,Mr. Car Wash,"Niagara Falls, Canada",Canada,Operating Expenses,Vehicles Washes,-27.4
06/08/23,Jun-23,Xero,Golf Pass,Daud Head Office,Canada,Operating Expenses,Dues and Memberships,-136.29
06/08/23,Jun-23,Xero,Sea Smoke - CAD - Adrian White,Halifax,Canada,Operating Expenses,Meals and entertainment,-67.85
06/08/23,Jun-23,Xero,Shell - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-80
06/09/23,Jun-23,Xero,ZEST MART 0327 NIAGARA FALLS - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-100
06/09/23,Jun-23,Xero,Boat Cruises,Ottawa,Canada,COGS,Attractions/Ottawa Boat Cruises,-71.4
06/09/23,Jun-23,Xero,Capilano Suspension Bridge Park - .,Vancouver,Canada,COGS,Attractions/Capilano Suspension,-108.22
06/09/23,Jun-23,Xero,Capilano Suspension Bridge Park - .,Vancouver,Canada,COGS,Attractions/Capilano Suspension,-152.98
06/09/23,Jun-23,Xero,ZEST MART 0327 NIAGARA FALLS - Adrian White,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-104.46
06/09/23,Jun-23,Xero,Boston Pizza - BOSTON PIZZA # 507 NIAG NIAGARA FALLS,Boston,USA,Operating Expenses,Meals and entertainment,-29.71
06/09/23,Jun-23,Xero,Fog Company - CAD - Adrian White,Halifax,Canada,Operating Expenses,Meals and entertainment,-16.97
06/09/23,Jun-23,Xero,CN Tower - .,Toronto,Canada,COGS,Attractions/CN Tower,-97.18
06/09/23,Jun-23,Xero,Pickford & Black - CAD - Adrian White,Halifax,Canada,Operating Expenses,Meals and entertainment,-32.57
06/09/23,Jun-23,Xero,CN Tower - .,Toronto,Canada,COGS,Attractions/CN Tower,-97.18
06/09/23,Jun-23,Xero,Nf Bridge Commission R - CAD - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Parking & Tolls,-6.5
06/09/23,Jun-23,Xero,Sea Smoke - CAD - Adrian White,Halifax,Canada,Operating Expenses,Meals and entertainment,-67.85
06/09/23,Jun-23,Xero,Nf Bridge Commission R - CAD - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Parking & Tolls,-6.5
06/09/23,Jun-23,Xero,Mckelvies Restaurant - CAD - Adrian White,Halifax,Canada,Operating Expenses,Fuel Expense,-27.14
06/09/23,Jun-23,Xero,Petro-Canada - Adrian White,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-69.51
06/09/23,Jun-23,Xero,Capilano Suspension Bridge Park - .,Vancouver,Canada,COGS,Attractions/Capilano Suspension,-108.22
06/09/23,Jun-23,Xero,Capilano Suspension Bridge Park - .,Vancouver,Canada,COGS,Attractions/Capilano Suspension,-152.98
06/09/23,Jun-23,Xero,CIRCLE K SUBWAY - Adrian White,Halifax,Canada,Operating Expenses,Fuel Expense,-41.62
06/09/23,Jun-23,Xero,Couche-tard - Nick Krutul,Montreal,Canada,Operating Expenses,Fuel Expense,-35
06/09/23,Jun-23,Xero,Mobil@ 4341 - CAD - Chris Doerwald,Charlettown,Canada,Operating Expenses,Fuel Expense,-45.01
06/09/23,Jun-23,Xero,The Vancouver Fish Company - VANCOUVER FISH COMPANY VANCOUVER,Vancouver,Canada,Operating Expenses,Meals and entertainment,-94.57
06/09/23,Jun-23,Xero,ZEST MART 0327 NIAGARA FALLS - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-93.39
06/09/23,Jun-23,Xero,Cn Tower Online Ticket - CAD - Adrian White,Toronto,Canada,COGS,Attractions/CN Tower,-228.26
06/09/23,Jun-23,Xero,Petro-Canada - Jay Beddice,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-100.66
06/09/23,Jun-23,Xero,CN Tower - CN TOWER ONLINE TICKE TORONTO,Toronto,Canada,COGS,Attractions/CN Tower,-340.13
06/09/23,Jun-23,Xero,Boat Cruises,Ottawa,Canada,COGS,Attractions/Ottawa Boat Cruises,-71.4
06/09/23,Jun-23,Xero,Tim Hortons - TIM HORTONS #1922 NIAGARA FALLS,Daud Head Office,Canada,Operating Expenses,Meals and entertainment,-7.56
06/09/23,Jun-23,Xero,Grouse Mountain Heliport - GROUSE MOUNTAIN NORTH VANCOUV,Vancouver,Canada,COGS,Attractions/Grouse Mountain,-413.91
06/09/23,Jun-23,Xero,Oratoire St Joseph Du - CAD - Chris Doerwald,Montreal,Canada,Operating Expenses,Parking & Tolls,-5
06/09/23,Jun-23,Xero,LA GRANDE ROUE DE MONTREAL - LA GRANDE ROUE DE MONT MONTREAL,Montreal,Canada,COGS,Attractions/LA Grande,-25.29
06/09/23,Jun-23,Xero,Petro-Canada - Adrian White,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-109.01
06/09/23,Jun-23,Xero,Oratoire St Joseph Du - CAD - Nick Krutul,Montreal,Canada,Operating Expenses,Parking & Tolls,-5
06/10/23,Jun-23,Xero,RingCentral - RINGCENTRAL CANADA INC OTTAWA,Head Office,Canada,Operating Expenses,Telephone Expense,-113
06/10/23,Jun-23,Xero,CIRCLE K SUBWAY - Adrian White,Halifax,Canada,Operating Expenses,Fuel Expense,-68.26
06/10/23,Jun-23,Xero,Fluff N Fold - CAD - Jack Doran,Charlettown,Canada,Operating Expenses,Fuel Expense,-10
06/10/23,Jun-23,Xero,Pei Nat Park Grn Gables 2 - CAD - Jack Doran,Charlettown,Canada,Operating Expenses,Fuel Expense,-40.5
06/10/23,Jun-23,Xero,Mobil@ 4341 - CAD - Adrian White,Halifax,Canada,Operating Expenses,Fuel Expense,-72.01
06/10/23,Jun-23,Xero,Cn Tower Online Ticket - CAD - Adrian White,Toronto,Canada,COGS,Attractions/CN Tower,-97.18
06/10/23,Jun-23,Xero,Maxine - Cleaning MAY - SeeSight ADMIN - Expense Report - Maxine Moreau #10450954200 - Office cleaning,Head Office,Canada,Operating Expenses,Vehicles Repair & Maintenance,-375
06/10/23,Jun-23,Xero,Maxine - Cleaning MAY - SeeSight ADMIN - Expense Report - Costco Wholesale #10450955480 - .,Head Office,Canada,Operating Expenses,Office Supplies,-37.81
06/10/23,Jun-23,Xero,Maxine - Cleaning MAY - SeeSight ADMIN - Expense Report - Costco Wholesale #10450955480 - .,Head Office,Canada,Operating Expenses,Office Supplies,-50.67
06/10/23,Jun-23,Xero,Maxine - Cleaning MAY - SeeSight ADMIN - Expense Report - Costco Wholesale #10450955510 - .,Head Office,Canada,Operating Expenses,Office Supplies,-83.01
06/10/23,Jun-23,Xero,Maxine - Cleaning MAY - SeeSight ADMIN - Expense Report - Costco Wholesale #10450955510 - .,Head Office,Canada,Operating Expenses,Office Supplies,-27.97
06/10/23,Jun-23,Xero,Maxine - Cleaning MAY - SeeSight ADMIN - Expense Report - Costco Wholesale #10450955560 - .,Head Office,Canada,Operating Expenses,Office Supplies,-89.18
06/10/23,Jun-23,Xero,Maxine - Cleaning MAY - SeeSight ADMIN - Expense Report - Costco Wholesale #10450955560 - .,Head Office,Canada,Operating Expenses,Office Supplies,-5.41
06/10/23,Jun-23,Xero,Airtable - AIRTABLE.COM/BILL SAN FRANCISCO,Head Office,Canada,Operating Expenses,Software,-65.79
06/10/23,Jun-23,Xero,Petro-Canada - Adrian White,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-63.67
06/10/23,Jun-23,Xero,Pioneer Energy - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-80
06/10/23,Jun-23,Xero,Mobil@ 4341 - CAD - Adrian White,Halifax,Canada,Operating Expenses,Fuel Expense,-83.35
06/10/23,Jun-23,Xero,Pickford & Black - CAD - Adrian White,Head Office,Canada,Operating Expenses,Fuel Expense,-24.43
06/10/23,Jun-23,Xero,Silver Star Car Wash,Toronto,Canada,Operating Expenses,Vehicles Washes,339
06/10/23,Jun-23,Xero,ZEST MART 0327 NIAGARA FALLS - Adrian White,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-100
06/10/23,Jun-23,Xero,Oratoire St Joseph Du - CAD - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-5
06/10/23,Jun-23,Xero,Capilano Suspension Bridge Park - .,Vancouver,Canada,COGS,Attractions/Capilano Suspension,-129.86
06/10/23,Jun-23,Xero,Capilano Suspension Bridge Park - .,Vancouver,Canada,COGS,Attractions/Capilano Suspension,-183.58
06/10/23,Jun-23,Xero,Capilano Suspension Bridge Park - .,Vancouver,Canada,COGS,Attractions/Capilano Suspension,-129.86
06/10/23,Jun-23,Xero,Capilano Suspension Bridge Park - .,Vancouver,Canada,COGS,Attractions/Capilano Suspension,-183.58
06/10/23,Jun-23,Xero,Macewen Catherine St - CAD - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-48.56
06/10/23,Jun-23,Xero,Pei Nat Park Grn Gables 3 - CAD - Jack Doran,Charlettown,Canada,Operating Expenses,Fuel Expense,-21
06/10/23,Jun-23,Xero,Grouse Mountain Heliport - GROUSE MOUNTAIN NORTH VANCOUV,Vancouver,Canada,COGS,Attractions/Grouse Mountain,-137.97
06/10/23,Jun-23,Xero,Silver Star Car Wash,Toronto,Canada,Operating Expenses,Vehicles Washes,-337.88
06/10/23,Jun-23,Xero,The Vancouver Fish Company - VANCOUVER FISH COMPANY VANCOUVER,Vancouver,Canada,Operating Expenses,Meals and entertainment,-34.39
06/10/23,Jun-23,Xero,LA GRANDE ROUE DE MONTREAL - LA GRANDE ROUE DE MONT MONTREAL,Montreal,Canada,COGS,Attractions/LA Grande,-50.58
06/10/23,Jun-23,Xero,Sicilian Pizza - CAD - Adrian White,Head Office,Canada,Operating Expenses,Fuel Expense,-18.29
06/10/23,Jun-23,Xero,The Charlottetown Area - CAD - Adrian White,Head Office,Canada,Operating Expenses,Fuel Expense,-230
06/10/23,Jun-23,Xero,Grouse Mountain - Nick Krutul,Vancouver,Canada,Operating Expenses,Fuel Expense,-172.1
06/10/23,Jun-23,Xero,Petro-Canada - Adrian White,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-50.39
06/10/23,Jun-23,Xero,SUPPLEMENTARY CARD FEE - SUPPLEMENTARY  CARD FEE ASSESSED,Head Office,Canada,Operating Expenses,Bank & CC FEE,-50
06/11/23,Jun-23,Xero,CN Tower - .,Toronto,Canada,COGS,Attractions/CN Tower,-48.59
06/11/23,Jun-23,Xero,Adrian White - .,"Niagara Falls, Canada",Canada,Operating Expenses,Travel Expense,-75.5
06/11/23,Jun-23,Xero,ZEST MART 0327 NIAGARA FALLS - Chris Doerwald,Halifax,Canada,Operating Expenses,Fuel Expense,-77.64
06/11/23,Jun-23,Xero,LA GRANDE ROUE DE MONTREAL - LA GRANDE ROUE DE MONT MONTREAL,Montreal,Canada,COGS,Attractions/LA Grande,-50.58
06/11/23,Jun-23,Xero,LA GRANDE ROUE DE MONTREAL - LA GRANDE ROUE DE MONT MONTREAL,Montreal,Canada,COGS,Attractions/LA Grande,-50.58
06/11/23,Jun-23,Xero,CIRCLE K SUBWAY - Adrian White,Halifax,Canada,Operating Expenses,Fuel Expense,-84.5
06/11/23,Jun-23,Xero,Petro-Canada - Nick Krutul,Montreal,Canada,Operating Expenses,Fuel Expense,-43.9
06/11/23,Jun-23,Xero,Mobil@ 4341 - CAD - Chris Doerwald,Charlettown,Canada,Operating Expenses,Fuel Expense,-21.02
06/11/23,Jun-23,Xero,Capilano Susp Bridge - .,Vancouver,Canada,COGS,Attractions/Capilano Suspension,-43.29
06/11/23,Jun-23,Xero,Capilano Susp Bridge - .,Vancouver,Canada,COGS,Attractions/Capilano Suspension,-61.19
06/11/23,Jun-23,Xero,Oratoire St Joseph Du - CAD - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Parking & Tolls,-5
06/11/23,Jun-23,Xero,Petro-Canada - Jay Beddice,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-113.42
06/11/23,Jun-23,Xero,Capilano Susp Bridge - .,Vancouver,Canada,COGS,Attractions/Capilano Suspension,-43.29
06/11/23,Jun-23,Xero,Capilano Susp Bridge - .,Vancouver,Canada,COGS,Attractions/Capilano Suspension,-61.19
06/11/23,Jun-23,Xero,Adrian White - .,Montreal,Canada,Operating Expenses,Travel Expense,-75.5
06/11/23,Jun-23,Xero,CN Tower - .,Toronto,Canada,COGS,Attractions/CN Tower,-48.59
06/11/23,Jun-23,Xero,AMAZON PRIME - AMAZON.CA PRIME MEMBER AMAZON.CA/PRI,Daud Head Office,Canada,Operating Expenses,Dues and Memberships,-111.87
06/11/23,Jun-23,Xero,"General Expenses - 05-06, 23 - Adrian White - Expense Report - Adrian White #10452102570 - .",Head Office,Canada,Operating Expenses,Travel Expense,-75.5
06/11/23,Jun-23,Xero,"General Expenses - 05-06, 23 - Adrian White - Expense Report - Indigo Place Quebec #10452110170 - .",Head Office,Canada,Operating Expenses,Travel Expense,-20
06/11/23,Jun-23,Xero,"General Expenses - 05-06, 23 - Adrian White - Expense Report - Choice Inn By The Falls #10452110300 - .",Head Office,Canada,Operating Expenses,Travel Expense,-98.73
06/11/23,Jun-23,Xero,"General Expenses - 05-06, 23 - Adrian White - Expense Report - Mto Rus-so Niagara Fal #10452110350 - .","Niagara Falls, Canada",Canada,Operating Expenses,Vehicles Repair & Maintenance,-96
06/11/23,Jun-23,Xero,Petro-Canada - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-70.68
06/11/23,Jun-23,Xero,Petro-Canada - Jack Doran,Charlettown,Canada,Operating Expenses,Fuel Expense,-107.04
06/11/23,Jun-23,Xero,Pei Nat Park Grn Gables 2 - CAD - Jack Doran,Charlettown,Canada,COGS,Attractions/PEI Natural Park,-10.5
06/11/23,Jun-23,Xero,ZEST MART 0327 NIAGARA FALLS - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-99.28
06/12/23,Jun-23,Xero,Discord,Head Office,Canada,Operating Expenses,Software,-37.6
06/12/23,Jun-23,Xero,MOBIL STANLEY - Adrian White,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-80.55
06/12/23,Jun-23,Xero,Salt Shaker Deli - CAD - Jack Doran,Charlettown,Canada,Operating Expenses,Meals and entertainment,-89.93
06/12/23,Jun-23,Xero,CN Tower - CN TOWER ONLINE TICKE TORONTO,Toronto,Canada,COGS,Attractions/CN Tower,-15.82
06/12/23,Jun-23,Xero,Tim Hortons - TIM HORTONS #1351 NIAGARA FALLS,Daud Head Office,Canada,Operating Expenses,Meals and entertainment,-7.56
06/12/23,Jun-23,Xero,Esso - Adrian - Back to Halifax from Retreat,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-13.49
06/12/23,Jun-23,Xero,Car Park - .,Saint John,Canada,Operating Expenses,Parking & Tolls,-20
06/12/23,Jun-23,Xero,TWB MARINE,Daud Head Office,Canada,Operating Expenses,General Merchandize,-30721.87
06/12/23,Jun-23,Xero,CN Tower - CN TOWER ONLINE TICKE TORONTO,Toronto,Canada,COGS,Attractions/CN Tower,-340.13
06/12/23,Jun-23,Xero,CIRCLE K SUBWAY - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-100.6
06/12/23,Jun-23,Xero,Mobil@ 4341 - CAD - Jack Doran,Charlettown,Canada,Operating Expenses,Fuel Expense,-73.54
06/12/23,Jun-23,Xero,FOSSNTL LEASING RLS - FOSSNTL LEASING RLS,Head Office,Canada,Operating Expenses,Fuel Expense,-113
06/12/23,Jun-23,Xero,Boat Cruises,Ottawa,Canada,COGS,Attractions/Ottawa Boat Cruises,-188.04
06/12/23,Jun-23,Xero,Capilano Susp Bridge - .,Vancouver,Canada,COGS,Attractions/Capilano Suspension,-86.58
06/12/23,Jun-23,Xero,Capilano Susp Bridge - .,Vancouver,Canada,COGS,Attractions/Capilano Suspension,-122.38
06/12/23,Jun-23,Xero,Boat Cruises,Ottawa,Canada,COGS,Attractions/Ottawa Boat Cruises,-188.04
06/12/23,Jun-23,Xero,Ticketpro - .,Montreal,Canada,COGS,Attractions/LA Grande,-30
06/12/23,Jun-23,Xero,ZEST MART 0327 NIAGARA FALLS - ZEST MART 0327 NIAGARA FALLS,"Niagara Falls, Canada",Canada,Operating Expenses,Meals and entertainment,-66
06/12/23,Jun-23,Xero,ZEST MART 0327 NIAGARA FALLS - Adrian White,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-93.43
06/12/23,Jun-23,Xero,Car Park - .,Saint John,Canada,Operating Expenses,Parking & Tolls,-20
06/12/23,Jun-23,Xero,Pei Nat Park Grn Gables 3 - CAD - Jack Doran,Charlettown,Canada,COGS,Attractions/PEI Natural Park,-5.25
06/12/23,Jun-23,Xero,Ticketpro - .,Montreal,Canada,COGS,Attractions/LA Grande,-30
06/12/23,Jun-23,Xero,Grouse Mountain Heliport - GROUSE MOUNTAIN NORTH VANCOUV,Vancouver,Canada,COGS,Attractions/Grouse Mountain,-275.94
06/12/23,Jun-23,Xero,Boat Cruises,Ottawa,Canada,COGS,Attractions/Ottawa Boat Cruises,-71.4
06/12/23,Jun-23,Xero,Couche-tard - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-60
06/12/23,Jun-23,Xero,Shell - Jack Doran,Charlettown,Canada,Operating Expenses,Fuel Expense,-100
06/12/23,Jun-23,Xero,CN Tower - CN TOWER ONLINE TICKE TORONTO,Toronto,Canada,COGS,Attractions/CN Tower,-210.18
06/12/23,Jun-23,Xero,LA GRANDE ROUE DE MONTREAL - LA GRANDE ROUE DE MONT MONTREAL,Montreal,Canada,COGS,Attractions/LA Grande,-75.87
06/12/23,Jun-23,Xero,Boat Cruises,Ottawa,Canada,COGS,Attractions/Ottawa Boat Cruises,-71.4
06/12/23,Jun-23,Xero,Capilano Susp Bridge - .,Vancouver,Canada,COGS,Attractions/Capilano Suspension,-86.58
06/12/23,Jun-23,Xero,Capilano Susp Bridge - .,Vancouver,Canada,COGS,Attractions/Capilano Suspension,-122.38
06/12/23,Jun-23,Xero,Amazon.com - AMAZON CHANNELS AMAZON.CA,"Niagara Falls, Canada",Canada,Operating Expenses,Office Supplies,-5.64
06/12/23,Jun-23,Xero,Nayax Canada - CAD - Jack Doran,Charlettown,Canada,Operating Expenses,Meals and entertainment,-14
06/12/23,Jun-23,Xero,Bureau D Acceuil Orato - CAD - Nick Krutul,Montreal,Canada,Operating Expenses,Parking & Tolls,-30
06/12/23,Jun-23,Xero,Pioneer Energy - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-100
06/12/23,Jun-23,Xero,Mobil@ 4341 - CAD - Adrian White,Halifax,Canada,Operating Expenses,Fuel Expense,-44.42
06/12/23,Jun-23,Xero,Esso Smart Stop - CAD - Nick Krutul,Vancouver,Canada,Operating Expenses,Fuel Expense,-100
06/12/23,Jun-23,Xero,Air Serv A Ps - CAD - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Parking & Tolls,-2
06/12/23,Jun-23,Xero,MMM Detailing - AW Card Expenses,Halifax,Canada,Operating Expenses,Vehicles Repair & Maintenance,-343.85
06/12/23,Jun-23,Xero,Petro-Canada - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-101.14
06/13/23,Jun-23,Xero,Adobe Systems - ADOBE ACROPRO SUBS Adob SAN JOSE,Head Office,Canada,Operating Expenses,Software,-29.37
06/13/23,Jun-23,Xero,ALLANS AUTO REPAIR - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Vehicles Repair & Maintenance,-56.5
06/13/23,Jun-23,Xero,Ultramar - Nick Krutul,Montreal,Canada,Operating Expenses,Fuel Expense,-48.95
06/13/23,Jun-23,Xero,LA GRANDE ROUE DE MONTREAL - .,Montreal,Canada,COGS,Attractions/LA Grande,-48.59
06/13/23,Jun-23,Xero,Nf Bridge Commission R - CAD - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Parking & Tolls,-6.5
06/13/23,Jun-23,Xero,The Vancouver Fish Company - VANCOUVER FISH COMPANY VANCOUVER,Vancouver,Canada,Operating Expenses,Meals and entertainment,-14.68
06/13/23,Jun-23,Xero,CN Tower - .,Toronto,Canada,COGS,Attractions/CN Tower,-48.59
06/13/23,Jun-23,Xero,Boat Cruises,Ottawa,Canada,COGS,Attractions/Ottawa Boat Cruises,-142.8
06/13/23,Jun-23,Xero,United - .,Head Office,Canada,Operating Expenses,Travel Expense,-1533.18
06/13/23,Jun-23,Xero,Oratoire St Joseph Du - CAD - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-5
06/13/23,Jun-23,Xero,LA GRANDE ROUE DE MONTREAL - .,Montreal,Canada,COGS,Attractions/LA Grande,-48.59
06/13/23,Jun-23,Xero,Pei Nat Park Grn Gables 2 - CAD - Jack Doran,Charlettown,Canada,Operating Expenses,Fuel Expense,-5.25
06/13/23,Jun-23,Xero,CN Tower - .,Toronto,Canada,COGS,Attractions/CN Tower,-48.59
06/13/23,Jun-23,Xero,Couche-tard - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-29.83
06/13/23,Jun-23,Xero,CIRCLE K SUBWAY - Jack Doran,Charlettown,Canada,Operating Expenses,Fuel Expense,-98
06/13/23,Jun-23,Xero,United - .,"Niagara Falls, Canada",Canada,Operating Expenses,Travel Expense,-1533.18
06/13/23,Jun-23,Xero,Boat Cruises,Ottawa,Canada,COGS,Attractions/Ottawa Boat Cruises,-142.8
06/13/23,Jun-23,Xero,CN Tower - .,Toronto,Canada,COGS,Attractions/CN Tower,-48.59
06/13/23,Jun-23,Xero,Nf Bridge Commission R - CAD - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Parking & Tolls,-6.5
06/13/23,Jun-23,Xero,Tim Hortons - TIM HORTONS #1351 NIAGARA FALLS,"Niagara Falls, Canada",Canada,Operating Expenses,Meals and entertainment,-21.74
06/13/23,Jun-23,Xero,Nayax Canada - CAD - Chris Doerwald,Charlettown,Canada,Operating Expenses,Fuel Expense,-5
06/13/23,Jun-23,Xero,Oratoire St Joseph Du - CAD - Nick Krutul,Montreal,Canada,Operating Expenses,Parking & Tolls,-5
06/13/23,Jun-23,Xero,Mobil@ 4341 - CAD - Adrian White,Halifax,Canada,Operating Expenses,Fuel Expense,-81.45
06/13/23,Jun-23,Xero,UBER EATS - UBER EATS SAN FRANCISCO,Daud Head Office,Canada,Operating Expenses,Meals and entertainment,-50.14
06/13/23,Jun-23,Xero,CIRCLE K SUBWAY - Adrian White,Halifax,Canada,Operating Expenses,Fuel Expense,-52.51
06/13/23,Jun-23,Xero,MOBIL STANLEY - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-96.49
06/13/23,Jun-23,Xero,Pei Nat Park Grn Gables 3 - CAD - Jack Doran,Charlettown,Canada,COGS,Attractions/PEI Natural Park,-21
06/13/23,Jun-23,Xero,ZEST MART 0327 NIAGARA FALLS - Adrian White,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-102.52
06/13/23,Jun-23,Xero,Bureau D Acceuil Orato - CAD - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-10
06/13/23,Jun-23,Xero,Petro-Canada - Nick Krutul,Montreal,Canada,Operating Expenses,Fuel Expense,-47.56
06/13/23,Jun-23,Xero,Lee's Donuts Granvi - CAD - Nick Krutul,Vancouver,Canada,Operating Expenses,Fuel Expense,-5
06/13/23,Jun-23,Xero,CN Tower - .,Toronto,Canada,COGS,Attractions/CN Tower,-48.59
06/13/23,Jun-23,Xero,Mobil@ 4341 - CAD - Jack Doran,Halifax,Canada,Operating Expenses,Fuel Expense,-29.52
06/14/23,Jun-23,Xero,Whereipark - .,San Antonio,USA,Operating Expenses,Parking & Tolls,-126.45
06/14/23,Jun-23,Xero,Pei Nat Park Grn Gables 2 - CAD - Jack Doran,Charlettown,Canada,COGS,Attractions/PEI Natural Park,-31.5
06/14/23,Jun-23,Xero,The Vancouver Fish Company - VANCOUVER FISH COMPANY VANCOUVER,Vancouver,Canada,Operating Expenses,Meals and entertainment,-14.68
06/14/23,Jun-23,Xero,Pei Nat Park Grn Gables 3 - CAD - Jack Doran,Charlettown,Canada,COGS,Attractions/PEI Natural Park,-31.5
06/14/23,Jun-23,Xero,Cn Tower Online Ticket - CAD - Adrian White,Toronto,Canada,COGS,Attractions/CN Tower,-97.18
06/14/23,Jun-23,Xero,Erica George NF Gas Reimbursements - Nick Krutul - Expense Report - Esso #10485459240 - Erica George Gas,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-90.41
06/14/23,Jun-23,Xero,Erica George NF Gas Reimbursements - Nick Krutul - Expense Report - MOBIL STANLEY #10485459740 - Erica George NF Canada Gas.,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-103.36
06/14/23,Jun-23,Xero,Air Canada,Toronto,Canada,Operating Expenses,Travel Expense,-25.99
06/14/23,Jun-23,Xero,Petro-Canada - Chris Doerwald,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-98.46
06/14/23,Jun-23,Xero,MOBIL STANLEY - Jay Beddice,"Niagara Falls, Canada",Canada,Operating Expenses,Fuel Expense,-100
06/14/23,Jun-23,Xero,Petro-Canada - Nick Krutul,Vancouver,Canada,Operating Expenses,Fuel Expense,-13.64
06/14/23,Jun-23,Xero,Petro-Canada - Jack Doran,Charlettown,Canada,Operating Expenses,Fuel Expense,-64.5
06/14/23,Jun-23,Xero,Whereipark - .,San Antonio,USA,Operating Expenses,Parking & Tolls,-126.45
06/14/23,Jun-23,Xero,PEi NAT Park Passes - .,Charlettown,Canada,Operating Expenses,Parking & Tolls,-21
06/14/23,Jun-23,Xero,A Bread Affair - CAD - Nick Krutul,Vancouver,Canada,Operating Expenses,Meals and entertainment,-9
